,Unnamed: 0,file_name,title,date,coperta,pot_city_name,coperta_appended,city_name,latitude,longitude,pot_city_name_fuzzy,id,location_method_1,location_type_method_1,location_full_method_1,location_method_2,location_method_3,location_full_method_3,location_latitude_method_3,location_longitude_method_3,location_vec_method_1,predicted_cluster_method_1,inferred_latitude,inferred_longitude,title_opera_method_1,title_opera_method_2,title_vec_method_1,predicted_title_cluster_method_1,composer
0,0,data_155.json,"Cesare in Egitto, dramma per musica da rappresentarsi nel Teatro Giustinian di S. Mosè l'autunno dell'anno 1746",1746,"['S209', '.', 'Ah', '""', 'CESARE', 'IN', 'EGITTO', 'DRAMMA', 'PER', 'MUSICA', 'Da', 'Rapprefentari', 'nel', '‘Teatro', 'GIUSIINIAN', 'di', 'S', '.', 'MOSE', '’', 'L', '’', 'Avronno', 'puts', '?', 'Asno', '5746', ',', 'IN', 'VENEZIAMDCCXLYL', 'Appel', 'Mons', 's10', 'Fuxzo', '.', 'CON', 'LICENZ', '.', '4', 'DE', 'SUPER', 'IONE', 'a', 'M1', ',']",['venezia'],0,venezia,45.437129999999996,12.33265,['venezia'],155,Giustinian di S. Mosè,Teatro,Teatro Giustinian di S. Mosè,['Teatro Giustinian'],['Teatro Giustinian'],Teatro Giustinian,45.9044681,13.307907375564291,"[ 3.0386915  -1.2211392   3.6737523  -3.6697292   2.0955198  -1.9941051
  1.7854007  -3.8565998  -2.7323112   2.6749337  -2.1997542  -3.08789
  5.3703156  -0.22129619  2.8160775   0.28753424 -3.5395718  -3.0213296
 -2.2406049   6.873026    5.032118    2.815458    4.7225156   0.388623
  0.38829446  1.0799446  -0.6343024  -4.322397   -1.3788263  -4.9284263
  6.4158244  -4.1211863   5.523556   -2.4566307   1.7360253  -4.6167574
  5.349869   -5.3025093   0.6805965   2.6649375  -2.7611213   0.99076915
 -3.6808724   2.3889186  -3.0415506  -3.687657   -2.8298392  -0.07815644
 -2.6150076   2.140386    0.36700547 -3.4037542   3.323743    0.7194816
 -5.413609    4.5636168  -1.8817949  -0.5071739   2.9551682   3.1704173
  0.3400043   5.2939377  -0.6163439   2.2557242   3.0227852   2.0228279
 -0.54959273  4.299287    1.3590622   5.1536875   1.7336679   6.8474364
  2.5937288   1.296731   -0.83717227 -1.0758557   1.1491038  -1.9255581
 -8.546774   -0.70256877  2.229037   -1.6735153  -5.396947   -4.9937854
  0.26678994  2.772108   -2.419406   -0.920928   -4.5106964  -0.4773891
 -0.1039412  -1.2899215  -2.4484527  -1.0068918   3.4226685   0.2276082 ]",110,45.9044681,13.307907375564291,Cesare in Egitto,Cesare in Egitto,"[ 5.2458425   3.4359124   3.5721216  -3.211008    5.5170465  -3.3763402
 -0.6843769  -1.7431046  -1.1330438  -0.62549776 -4.639851   -2.0421767
  0.7616021  -2.3893824   0.95078945 -4.099892    1.3027617  -1.3973097
 -5.8985095   2.9559567  -0.435279    0.3749654   2.3660643   2.2639349
 -2.2524288   2.3493426  -2.1255825  -4.6389184   2.6003404  -2.1490328
  6.451284   -0.44650623  6.6898847  -3.5395668  -2.0896854  -1.1319618
  3.190316   -2.2018642  -2.3695304   0.5236307  -3.548309   -0.59142196
  0.30490372  4.1151147  -1.8929795  -0.9146386  -2.8218813   3.7251637
 -1.3780394  -4.2666907  -0.5843468  -2.8010285   1.6193161   2.207427
 -0.7495052   2.8391445  -1.4125413  -2.294156    0.04164958  4.0422115
  0.4452406  -1.7930832  -0.7849278   1.5672537   1.2492886   1.857377
  1.5769788   1.4826177   3.7949352   4.4916563   1.1800655   0.22265959
  0.7839659   3.9986384   2.2514544  -3.4078834   2.0857105   0.5170945
 -4.0041456  -3.1896179   6.3386865   0.45401415 -2.5007598  -3.6934106
 -1.031727    5.23632    -2.410473   -0.05520392 -4.360593    0.36958346
 -2.0871694   0.8604371  -0.15718555 -0.44416332  3.6066062  -1.0471624 ]",374,Not found
1,1,data_241.json,"Fernando nel Messico, dramma per musica da rappresentarsi nel Teatro Venier in San Benedetto il carnovale dell'anno 1798",1798,"['|', 'Podreegueo', 'MANDO', 'neMESS1C2', 'A798', 'Wb', ':', 'FERNANDO', 'NEL', 'MESSICO', 'DRAMMA', 'PER', 'MUSICA', 'NEL', 'TEATRO', 'VENIER', 'IN', 'SAN', 'BENEDETTO', 'Tt', 'Carnovale', 'dell', '’', 'Anno', '1798', 'VENEZIA', '1798', 'Em', 'a1', '.', '0553', '.', '08', '5', 'ARGOMENTO', '.', 'Liorché', 'T', 'armata', 'Spagnucla', 'comane', 'ata', 'dal', 'valoroso', '¢', 'prudonte', 'Fer', '-', 'ado', 'Cortes', 'giunse', 'ad', 'impossessarsi', 'del', '-', 'Ja', 'Gitth', 'di', 'Messico', ',', 'Capitile', 'ai', 'quel', 'vax', 'sto', '©', 'ricco', 'Impero', 'del', 'nuovo', 'Monto', ',', 'se', 'deva', 'sul', '‘Troto', 'Quauhtomotzia', ',', 'a', 'cui', 'nel', '.', 'presente', 'Dramma', 'per', 'comodo', 'dell', ':', 'Poesia', ',', 'non', 'meno', 'che', 'della', 'Musica', ',', 'ot', '4', 'caneato', 'il', 'nome', 'in', 'quello', 'di', 'Telco', ',', 'Dutd', 'Vasedio', '76', 'giomi', ',', 'csi', 'rese', 'som', '‘re', 'pid', 'formidable', 'dalle', 'pare', 'doit', 'Ace', 'gressori', 'per', 'W', ""'"", 'immeoso', 'numero', 'di', 'Alleati', 'Amezicani', ',', 'che', 'si', 'unitona', 'al', 'Campo', 'Spa', '-', 'gouty', ',', 'fea', 'i', 'quali', 'i', 'pit', 'terribill', 'faro', '-', 'fo', 'i', 'Tlaseallesi', ',', '6', ')', 'per', 'Ia', 'moltitudine', '»', 'che', 'por', 'la', 'ferocia', ',', 'mentre', 'Ia', 'Repubblica', 'i', 'Tiaseala', 'era', '1a', 'pits', 'potonte', '&', 'la', '.', 'pit', 'Paes', 'neni', 'et', 'Mesicnt', 'Hee', 'il', 'glovane', 'Monatca', 'ogni', 'sforzo', 'per', 'difen', '-', 'dil', ',', 'e', ',', 'sehbeno', 'vedeme', 'git', 'eopuganta', 'gual', 'tutta', '1a', 'Citi', ',', 'ed', 'ali', 'steso', 'at', 'foste', 'rifagiato', 'in', 'un', 'angolo', 'dla', 'made', 'sia', ',', 'dov', '?', 'era', '1a', 'sua', 'mal', 'difesa', 'Reggia', ',', 'Pure', 'ricasd', 'pit', 'volte', 'i', 'trattati', 'dictexd', 'offertighi', 'dal', 'generoso', 'Gapitina', '.', '.', 'Kipal', '-', '[', 'mente', 'soguita', 'Ta', 'presa', 'del', 'Messito', 'il', 'at', '15', 'Agosto', '1531', '.', 'fu', 'fatto', 'anch', '’', 'eglt', 'pri', 'atte', 'co', 'St', 'Regio', 'Teens', 'poss', ',', 'alla', 'quale', 'si', '¢', 'pure', 'cangiato', 'ik', 'Ag', 'Doe']","['venezia', 'venezia', 'venetia', 'reggio']",1,venezia,45.437129999999996,12.33265,"['venezia', 'venezia', 'venetia', 'reggio']",241,Venier,Teatro,Teatro Venier,"['Fernando nel Messico', 'Teatro Venier', 'San Benedetto']",['Teatro Venier'],Teatro Venier,44.9596131,12.3376249,"[ 5.0746217e+00 -4.8565102e-01  2.1497529e+00 -3.9294703e+00
 -2.5701778e+00 -3.0700214e+00 -1.4659165e+00 -3.5065706e+00
 -1.4078598e+00 -3.9439154e-01  7.7965438e-01 -4.1831007e+00
  6.0851541e+00  6.0523748e-03  3.2943659e+00 -1.2436628e-02
 -3.0027432e+00 -1.1925621e+00 -4.3211012e+00  5.3604903e+00
  3.8936238e+00  4.1500387e+00  6.3530111e+00  1.0753894e-01
 -1.4493635e+00  1.6304529e-01  8.7037158e-01 -4.0668974e+00
  9.5534426e-01 -4.1001229e+00  5.7570772e+00 -2.8909435e+00
  5.0814137e+00 -1.0134572e+00  1.2255496e-01 -3.1139288e+00
  3.6442666e+00 -6.0510874e+00  5.5320227e-01  4.0661716e+00
 -2.5039070e+00 -5.9334123e-01 -1.5053892e+00  3.4831097e+00
 -1.8860381e+00 -4.2961721e+00 -2.2817144e+00  2.1476259e+00
 -2.9749937e+00 -7.1375698e-01 -1.5932546e+00 -6.5629616e+00
  3.3762281e+00 -2.2817035e+00 -5.6265697e+00  1.8447326e+00
 -1.6967920e+00 -2.1517134e-01  4.5537573e-01  2.4448297e+00
  1.4036894e-01  3.3564014e+00 -1.0132258e+00  1.5937172e+00
  1.9834522e+00  8.9314467e-01  2.4715915e+00  3.8729954e+00
 -9.5161200e-03  4.6597185e+00  4.4729853e+00  8.7072210e+00
  2.6393557e+00  1.0858827e+00  1.2854061e+00 -1.1401827e+00
  3.8514009e+00  1.4506769e-01 -6.2728457e+00 -1.5428524e+00
  2.7839079e+00  2.1936274e-01 -5.6922936e+00 -3.7549708e+00
  5.7968169e-01  4.5247874e+00 -1.6759937e+00  1.0175939e+00
 -5.6283360e+00 -3.4568894e-01  2.5178438e-01 -1.3851967e+00
 -1.9969050e+00 -7.6477271e-01  3.2380981e+00  2.4156672e-01]",6,44.9596131,12.3376249,Fernando nel Messico,Fernando nel Messico,"[ 0.84160906  0.6961202   3.8598213   1.5920011   1.2464936  -2.6212947
 -0.0900751  -3.5681489   0.92734027  5.08231    -4.5067234  -1.5082446
  7.08954    -2.1656997  -0.40155825 -2.9202144  -1.4021777  -0.10425202
 -3.7861862   5.646972   -0.35557553  2.0251513   4.0221343   3.1162195
 -2.018528    0.7655708  -2.6691387  -6.9927387  -0.918201   -2.9895725
  5.1204143  -0.27557942  3.8338158  -3.0330021  -2.7233524  -0.25326285
  5.7064986  -4.0797524  -0.87110466 -1.5814093  -1.1119719   3.648864
  1.1099974  -0.63818455 -1.3642124  -0.9979501  -2.1145241   0.96905273
  0.38502923 -1.808019    2.9999096  -0.48011267 -0.6099153   2.8919237
 -4.241449    5.8323708  -0.97084564 -3.2610748   0.2520825   4.297912
 -0.4688231  -0.47054982 -4.0761914   0.49558958  0.38209787  1.801462
  2.2663374   1.2783637   0.4897252   3.304362    1.2782525   3.671872
  1.9846674  -0.269734    2.492729   -2.374605    0.64591235 -1.3039259
 -3.2602558  -2.4049752  -0.41180393 -0.09158897 -1.4233389  -3.9837797
  2.6917114   2.930034   -2.7903836   0.0372083  -3.7297413  -0.7848447
  0.5336389   0.9174443   0.13256581 -0.05437247  0.8775155   1.5153874 ]",380,Not found
2,2,data_6.json,"Adelaide di Borgogna, melodramma serio in due atti di Luigi Romanelli, musica di Pietro Generali. Da rappresentarsi in Venezia nel Teatro di San Benedetto la primavera 1829",1829,"['2d', 'luh', 'By', 'pdereLe', 'xf', ',', 'PRADO', 'oR', 'pi', 'oie', 'oe', 'este', 'ADELAIDE', 'Co', 'eee', 'k', ':', ';', 'i', 'k', 'BORGOGNA', '.', ':', 'i', 'i', 'i', 'i', 'CORI', 'OR', 'OR', 'i', 'DR', 'de', 'et', 'ADELAIDE', '‘DI', 'BORGOCNA', '(', 'MELODRAMMA', 'SERIO', 'IN', 'DUE', 'ATTT', 'LUIG', '!', 'ROMANELLI', '.', 'MUSICA', 'DI', 'PIETRO', 'GENERALT', '‘DA', 'RAPERESENTARSIIN', 'VENEZIA', 'NEL', 'TEATRO', 'DI', 'SAN', 'BENEDETTO', 'LA', 'PRIMAVERA', '1820', ':', '“VENEIa', '‘pinta', 'worn', '.', 'ait', '.', 'mast', '.']","['venezia', 'roma', 'venezia', 'venetia', 'venezia', 'venetia']",0,venezia,45.437129999999996,12.33265,"['venezia', 'roma', 'venezia', 'venetia', 'venezia', 'venetia']",6,di San Benedetto,Teatro,Teatro di San Benedetto,"['Venezia', 'Teatro di San Benedetto']",['Teatro di San Benedetto'],Teatro di San Benedetto,43.3549628,12.572376169904118,"[ 0.97023106  3.0042367   1.5742521  -2.0607991   4.2903514  -0.62832683
 -0.81654173 -1.6860039   0.28652066  0.70180535 -1.15824    -2.5200043
  5.929015   -4.0157113   2.8180103  -1.5003121  -0.05580974 -1.635253
 -3.6449478   3.795456   -1.9582784   3.1061728   3.3240044   0.66959
 -0.82969403  3.8119571   1.3732104  -3.684755    1.9808874  -3.8142462
  8.917025   -3.2804265   5.611615   -2.6704547  -3.1184385  -0.9824536
  7.1938787  -4.8630743   0.39522246 -0.5065345  -2.97243     1.704998
 -1.5022842   2.6168008  -0.71280223 -3.6648004  -4.542057    2.6648507
 -2.7769783   0.90701365 -0.2983653  -1.0930986   1.9002023   1.4671663
 -1.806886    2.5773146  -1.9484606  -1.6779068   1.2920967   1.7783332
 -2.274702   -0.08894563 -0.24110961  0.5331066   0.4398303  -0.7587248
  2.5363688   2.3584776   3.126126    6.84286     2.4653773   2.8517578
 -1.8715839   1.6907473   0.23332417 -1.5306021   0.81174433 -4.2832522
 -6.5875945  -0.5055828   1.7448063  -1.6142743  -3.5813282  -3.6282458
  0.38674518  4.180583   -0.78834903  1.3594553  -4.898307    0.2396965
 -2.4316554  -2.4425442  -1.8836557   0.2289499   4.493857   -0.31512827]",90,Not found,Not found,Adelaide di Borgogna,Adelaide di Borgogna,"[ 3.3455334   2.4933164   2.4965274  -4.193126    1.7981485  -2.0394204
 -1.8775681  -0.1989599   0.3289899  -1.0214453  -5.137301   -3.0419085
  1.7636617  -2.1001089   3.1682804  -4.323094    4.7531667  -0.12331501
 -3.484752    4.4614525  -0.33912814 -0.3453853   3.7207947   4.490963
 -4.1941133   4.0166306  -1.164014   -4.982558    3.1141024  -4.269185
  6.7625785  -1.0043269   5.713259   -0.3636954  -3.9588082  -0.259817
  2.6530154  -3.9829967  -3.3237255  -0.5836329  -4.221132   -0.60773534
 -4.3448796   2.3796537  -0.36177334 -3.670592   -2.6801507   2.3324153
 -2.8196754   1.0728046  -2.2485454   0.15645687  2.521609   -0.05878763
  1.6030666   1.0153984  -0.96517825 -1.565732    0.01051277  3.3626785
 -5.046265   -0.27939186 -2.8013895   2.1523883   3.025053    0.36701974
  3.5385664   2.9859934   3.2355206   4.2705693   0.60518134 -0.21204694
 -1.5953861   3.7911527   0.50348866 -3.4739769   3.0100958   0.44886914
 -3.6700227  -0.4840096   4.3690834  -2.0832734  -3.277609   -2.5457692
 -0.02664701  3.6426182  -0.24128945  1.4286054  -3.4434707   1.4619867
 -1.4568547   3.091358   -0.9692197   1.3779646   1.4131671   2.03152   ]",354,Not found
3,3,data_1013.json,"S. Elena al Calvario, componimento sacro per musica applicato al SS. Sepolcro, e cantato nell'augustissima cappella della sac. ces., e catt. real maestà di Carlo 6. imperadore de' romani sempre augusto l'anno 1731. La poesia è del Sig. Abbate Pietro Metastasio. Poeta di S. M. Cef., e Cattolica. La musica è del Sig. Antonio Caldara, Vice-Maestro di Cappella di S. M. Ces. e Cattolica.",1731,"['ee', 'SoukdigEeNsA', 'CALVARIO', '.', 'COMPONIMENTO', 'SACRO', 'PER', 'MUSICA', 'APPLICATO', 'SS', '.', 'SEPOLCRO', ':', 'E', 'CANTATO', 'NELL', ""'"", 'AUGUSTISSIMA', 'CAPPELLA', 'DELLA', 'SAC', '.', 'CES', '.', ',', 'ECATT', '.', 'REAL', 'MAESTA', 'Di', 'CARLO', 'VL', 'IMPERADORE', 'DE', '’', 'ROMANI', 'SEMPRE', 'AUGUSTO', 'ANNO', 'MDCCX']",['roma'],0,roma,41.89193,12.511330000000001,['roma'],1013,della sacro ces,cappella,cappella della sacro ces,"['Sepolcro', 'Sig', 'Cattolica', 'Sig', 'Vice-Maestro di Cappella di S. M. Ces', 'Cattolica']",['cappella della sacro ces'],cappella della sacro ces,Not found,Not found,"[-1.1839558  -0.32764834  0.60556406  0.50633955  0.6384585   0.78944516
 -2.4385195   0.38049066  1.3600903   0.27084422 -3.4911766  -1.482734
  3.7511246  -1.8241136   2.8834815  -4.1714153  -0.11141753  1.2284219
 -2.1362429   4.5670304   0.03076816  2.555858    2.8908718   0.90609336
 -1.2467736   1.9747865   0.31712458 -2.1421325   0.93785954 -5.172966
  3.8502967  -3.6847053   1.9573393  -1.0026495  -4.168181    1.7914209
  3.2790313  -3.962212   -2.2915711   0.18556893 -1.7956989   3.0777407
 -0.8731286  -2.9438958  -3.0653696   0.7658607  -1.0917665   0.85958683
 -0.97063214  2.368463   -0.6000235   0.68490493  1.2385345   2.0302482
 -1.3739233   1.9368057  -3.422282   -0.77199507  2.5667408   1.4760779
 -2.8827806   1.552455   -0.74253464 -1.9920362   3.0208335  -0.06252182
  2.9364312   4.7016664  -0.18477505  2.3048117   3.365778    6.0245743
 -0.24261832  1.2631277  -0.29108974  1.0407203   1.1374174  -1.1877266
 -3.2123556   1.1335212  -0.8824377  -1.4318798  -2.4360342  -1.2235891
  2.80357     0.77914864 -1.8674258   0.09098148 -2.3416033   1.6346852
  0.68237936 -0.7623195  -1.2915871  -1.2078195  -3.2999046   2.953011  ]",113,Not found,Not found,S. Elena al Calvario,S. Elena al Calvario,"[ 4.0026984   0.14753655  2.6991527  -0.46098372  1.2328136  -2.5936253
 -4.7369785  -3.2310462  -0.41689238  3.6408105  -3.511367   -2.379387
  5.9058867  -2.4446712   4.346067   -4.1809263   0.89857256 -1.6885468
 -2.7826326   5.6751547  -0.8406204   4.0296116   3.8082206  -0.4906191
 -3.2912517   4.3640614  -2.5291667  -5.4847116  -0.9786679  -3.4893422
  6.470233   -1.9504999   2.4925988  -2.1663349  -4.0094194  -0.68911225
  2.843684   -3.7142732  -0.1884284   1.5304377  -1.8190291   0.78369063
  1.1230972  -0.29367423 -1.4123375   0.25636858 -1.969689    0.36784333
 -4.040033    2.9727197  -0.13900107 -2.7132826   0.46431834  1.5788608
 -3.5444396   6.979554   -1.1234426  -0.6794413   1.186594    4.384879
 -3.4862785   0.0999186  -1.3361427   2.9641922   4.0931244   3.4742875
  3.8549674   4.0680003   0.5816401   3.123467   -0.20822626  4.50457
 -2.4769058  -0.24069257  0.50636446 -0.46316305  3.3295846  -2.337328
 -3.6203732  -1.3997052  -0.937251    0.94653356 -2.509816   -3.676202
  2.7832744   2.3898396  -3.9789352   1.6075726  -6.4574904   1.8153801
 -1.2196467  -1.2624359   0.08672008 -1.114751    1.0357418   2.7863727 ]",121,"musica è del Sig. Antonio Caldara, Vi"
4,4,data_852.json,"La vera costanza dramma giocoso per musica da rappresentarsi nel Teatro Zagnoni in Bologna l'autunno dell'anno 1780. Dedicato all'e.mo, e r.mo signor cardinale Ignazio Boncompagni Ludovisi degnissimo legato a latere di questa città",1780,"['ANF', 'OSS', '!', 'LA', 'VERA', 'COSTANZA', 'Itke', ':', 'LA', 'Send', '|', 'COSTANZA', 'Dramma', 'giocofo', 'per', 'Mufica', 'DA', 'RAPPRESENTARSI', 'F', 'NEL', 'TEATRO', 'ZAGNONI', 'Re', 'IN', 'BOLOGNA', '|', '‘L', '’', 'Autunno', 'dell', '’', 'Anno', '1780', ';', '[', 'jp', '_', 'aedese', 'ante', ',', '«', 'to', 'sigan', 'CARDINALE', '-', 'IGNAZIO', 'BONCOMPAGNT', 'if', 'LuDOVIsS', '!', 'Degnifimo', 'Legato', '2', 'Latere', '‘', 'ai', 'qoefis', 'Cita', '.', '|', 'alee', '“Tamme', 'ada', 'jem', '|', 'OMe', '‘']","['bologna', 'bologna']",0,bologna,44.493809999999996,11.33875,"['bologna', 'bologna']",852,Zagnoni,Teatro,Teatro Zagnoni,"['Teatro Zagnoni', 'Bologna']",['Teatro Zagnoni'],Teatro Zagnoni,44.4698796,11.1005849,"[ 4.325851   -0.9764209   3.5252006  -2.9556556  -0.6560743  -2.242032
 -1.9800758  -2.5556555  -0.8913254   0.50748765 -5.1188574  -2.5534475
  6.345584   -0.42048395  3.3268056   0.82428557 -2.0197408  -3.2800193
 -3.5785236   5.7347326   4.0683208   4.240033    5.3811703   1.8018594
 -0.13590062  0.12543336 -0.25522137 -3.7530532   0.17569458 -6.278805
  4.5300016  -4.4218197   4.2900615   0.5858826   2.1607068  -2.4913623
  4.8758354  -5.890632   -2.0654151   2.2124484  -3.905694    0.6268052
 -2.5382364   2.1276016  -1.189684   -4.261486   -2.7757819  -1.2962931
 -0.55198866 -0.09380341 -1.8601766  -3.441967    1.800025   -1.1367031
 -5.4010735   4.2187037  -1.5946065   1.1327868   2.007336    1.5595539
 -2.5667403   2.1119359   0.21897328  3.0479147   4.9058995   1.9990157
  1.3274345   3.1840396   3.8155453   3.5875587   2.8746805   6.9631763
  1.0636295   3.0476904  -0.36862308 -1.1489726   4.2062683   2.0270426
 -8.540588   -1.7396605   3.6833897  -0.2771011  -7.7242994  -2.1512368
 -2.740887    3.5152068  -0.5650872   0.56716615 -5.0639234   2.5338151
 -0.8367986  -0.04846954 -4.872608   -1.0136195   2.455209    1.722672  ]",34,44.4698796,11.1005849,La vera costanza,La vera costanza,"[ 0.7606613   1.3750504   0.3418219  -3.1801622  -0.61044645  1.3226224
 -3.6122942  -0.4990252   0.24852501  0.41828537 -3.3581183  -2.3822868
  1.592588    3.443967    1.9065503  -6.7262955  -0.71672195 -1.2916082
 -1.5251675   5.601009    1.418407   -2.7974188   3.8224099   4.7448735
 -1.0006015   0.16931808 -2.9523525  -1.2345861   1.0120512  -2.313321
  2.5013256  -1.5904942   3.0664415  -4.8614597   1.4852935  -0.8885493
  1.3111088  -2.6333187  -3.0140789   1.1950908  -3.700888    1.34106
 -3.2867975  -1.5265194  -4.3223023  -1.1324354   0.19290102  0.61483353
 -0.7520783  -0.9744622  -2.8203895   2.6995337   0.03959799  3.1469715
 -2.1610658   0.54455596 -2.1157272   0.5557788   6.8380666   6.609342
 -3.5072663  -0.26758635 -2.8902302   1.3916403   2.4496496  -0.8877635
  3.9245055   1.9276565  -0.3111291   2.403974    0.37301692  4.758718
 -0.06982287  5.904406   -1.5264546   1.1001941   3.9055493  -4.695912
 -4.334238    1.325019    4.4754944  -1.2102052  -1.9985547   2.3241932
  0.5227935   2.0295672   5.1241546   2.9874947  -5.412066    0.84239024
 -2.8745553   3.209485   -2.5230706  -1.7418451  -1.7029845  -0.45749727]",78,Not found
6,6,data_655.json,"L' occasione fa il ladro burletta per musica da rappresentarsi per la prima volta nel Teatro Giustiniani in san Moisè nell'autunno dell'anno 1812. Parole di Luigi Prividali. Musica di Gioachino Rossini, pesarese",1812,"['L', ""'"", 'OCCASIONE', 'FA', 'IL', 'LADRO', 'BURLEITA', 'PER', 'MUSICA', 'PER', 'LA', 'PRIMA', 'VOLTA', 'NEL', 'TEATRO', 'GIUSTINIANI', 'IN', 'SAN', 'MOISE', 'Noll', 'Astin', 'dell', 'Ano', '882', 'Porste', ',', '8', 'Tail', 'Pavia', '.', 'Muzica', ',', 'ai', 'Gionching', 'Rosin', ',', 'Bias', '.', 'IN', 'VENELIA', 'Mees', 'Stameznia', 'Misi']","['pavia', 'venezia', 'venetia']",0,pavia,45.19205,9.15917,"['pavia', 'venezia', 'venetia']",655,Giustiniani,Teatro,Teatro Giustiniani,"['Teatro Giustiniani', 'san Moisè']",['Teatro Giustiniani'],Teatro Giustiniani,41.1297436,14.783396,"[ 2.2542677e+00 -2.5910318e-01  1.5122731e+00 -2.0203841e+00
  1.1744046e+00 -9.5754623e-01  2.8436999e+00 -4.3233280e+00
 -2.0106745e+00  2.7145681e+00 -1.5920711e+00 -2.1614718e+00
  5.3589559e+00  7.6604837e-01  1.6551313e+00 -1.6378437e+00
 -4.5052319e+00 -2.8269265e+00 -1.5400003e+00  4.3315077e+00
  4.5568900e+00  3.8408692e+00  6.1185017e+00 -4.0270066e-01
 -7.8109002e-01  3.4846587e+00  1.5548468e-03 -2.6059110e+00
 -1.7070870e+00 -5.5427580e+00  4.3693762e+00 -3.8701990e+00
  4.0750465e+00 -2.4495726e+00  1.1867371e+00 -2.4796674e+00
  4.9389000e+00 -5.2956791e+00  7.3567981e-01  2.5354722e+00
 -2.4821990e+00  3.7944648e-01 -4.3224525e+00  2.1869633e+00
 -4.0589609e+00 -4.5810556e+00 -2.7670574e+00  1.5203130e+00
 -2.8240280e+00  1.0026162e+00 -4.2197299e-01 -3.3232474e+00
  5.1660881e+00  6.5352142e-01 -4.6190968e+00  5.1545334e+00
 -1.5872308e+00 -4.6617937e-01  3.8236594e+00  1.9189172e+00
 -2.4007036e-01  2.7431126e+00 -3.4625232e-01  1.5059365e+00
  2.9071541e+00  1.5112306e+00 -9.7773015e-02  4.1566391e+00
  3.6034667e+00  3.9751172e+00  6.8170226e-01  5.3955259e+00
  3.4593720e+00  2.7177048e+00 -2.2448885e+00 -2.9615766e-01
  3.8605297e-01 -5.8683741e-01 -7.7692471e+00  1.5238690e-01
  3.4022923e+00  1.3203636e-02 -5.3833818e+00 -4.2617550e+00
 -1.3814573e+00  2.6068702e+00 -2.8478596e+00 -6.3548255e-01
 -4.9893742e+00  1.8690530e+00 -2.6190639e+00 -9.3767214e-01
 -2.6683922e+00 -2.1877482e+00  4.0100083e+00  1.0942398e+00]",4,41.1297436,14.783396,L' occasione fa il ladro burletta,L' occasione fa il ladro burletta,"[-0.49965408  0.670366    2.7839203  -1.1673677   3.5274029  -1.4753635
 -0.9661698   0.5729295   2.229399   -1.2018727  -1.21208    -0.264399
  1.8413421   0.69134265  1.841562   -2.3791225  -0.62026936 -0.45017028
 -2.5388737   2.2623148  -0.05530521  0.7655791   1.8702707   0.9169685
 -2.806797    0.02761017 -1.6432245  -3.9523113   2.337997   -2.1090016
  3.54002    -2.5371068   0.1643965  -0.14129713 -2.61085     3.3308787
  1.1429555  -3.1001604  -3.921178    2.1518116  -2.790482    2.1749432
 -2.263905   -2.3215547  -2.7052786   1.6350405  -1.3587996   1.564653
 -1.3518635   0.4079435   3.248112   -0.20318082  1.5846108   1.9403512
  0.34318393  2.9700298  -1.4008019  -1.286455    5.729824    2.188141
 -2.0742455  -1.4757738  -0.9922413   1.7924529   0.58120716  1.6610777
  4.954032    1.4844671   0.9083247   0.80637753  0.79090023  1.0043784
 -0.77318716  0.5340498   2.957813    0.09867191 -0.8931365   0.13978611
 -3.9869537  -2.1783984   2.732744   -0.2642694  -1.2142106   0.7864523
 -0.18075855 -0.99322194 -2.419026    2.6460445  -1.8863732   1.4137985
 -1.7022842   1.9556834   0.5390552  -1.4821955  -3.455816   -0.40387183]",544,Not found
